Datum,Stunde,Strahlung Rieden [kW/m²],Temp. Rieden [°C]
2023-07-07,16,0.78225,30.875
2023-07-07,17,0.63375,31.25
2023-07-07,18,0.46950000000000003,31.0
2023-07-07,19,0.2965,30.925
2023-07-07,20,0.14175,29.975
2023-07-07,21,0.015,26.5
2023-07-07,22,0.0,23.925
2023-07-07,23,0.0,22.674999999999997
2023-07-08,0,0.0,21.875
2023-07-08,1,0.0,21.0
2023-07-08,2,0.0,20.3
2023-07-08,3,0.0,20.475
2023-07-08,4,0.0,21.175
2023-07-08,5,0.0,20.0
2023-07-08,6,0.0325,19.45
2023-07-08,7,0.0975,20.65
2023-07-08,8,0.20400000000000001,21.9
2023-07-08,9,0.30325,23.85
2023-07-08,10,0.582,25.15
2023-07-08,11,0.706,25.85
2023-07-08,12,0.75525,27.150000000000002
2023-07-08,13,0.9115,27.45
2023-07-08,14,0.9285,27.525
2023-07-08,15,0.57925,26.9
2023-07-08,16,0.64025,26.6
2023-07-08,17,0.6295,28.25
2023-07-08,18,0.422,28.6
2023-07-08,19,0.2105,28.325
2023-07-08,20,0.079,27.45
2023-07-08,21,0.01925,25.525
2023-07-08,22,0.0,23.875
2023-07-08,23,0.0,23.4
2023-07-09,0,0.0,22.8
2023-07-09,1,0.0,21.7
2023-07-09,2,0.0,21.525
2023-07-09,3,0.0,20.9
2023-07-09,4,0.0,20.1
2023-07-09,5,0.0,19.55
2023-07-09,6,0.03,19.1
2023-07-09,7,0.14475,19.825
2023-07-09,8,0.3435,22.700000000000003
2023-07-09,9,0.519,25.625
2023-07-09,10,0.671,27.8
2023-07-09,11,0.795,29.65
2023-07-09,12,0.89425,29.725
2023-07-09,13,0.9435,31.0
2023-07-09,14,0.93025,32.125
2023-07-09,15,0.90025,32.575
2023-07-09,16,0.7715,33.575
2023-07-09,17,0.62125,34.075
2023-07-09,18,0.47675,34.8
2023-07-09,19,0.1995,33.6
2023-07-09,20,0.09775,28.825
2023-07-09,21,0.01625,26.2
2023-07-09,22,0.0,24.9
2023-07-09,23,0.0,24.35
2023-07-10,0,0.0,23.875
2023-07-10,1,0.0,23.175
2023-07-10,2,0.0,22.35
2023-07-10,3,0.0,22.175
2023-07-10,4,0.0,21.725
2023-07-10,5,0.0,21.049999999999997
2023-07-10,6,0.028999999999999998,20.799999999999997
2023-07-10,7,0.08449999999999999,20.85
2023-07-10,8,0.09899999999999999,22.825
2023-07-10,9,0.065,22.75
2023-07-10,10,0.40675,23.35
2023-07-10,11,0.7867500000000001,27.25
2023-07-10,12,0.7685,28.95
2023-07-10,13,0.87375,28.95
2023-07-10,14,0.81925,29.2
2023-07-10,15,0.82275,29.9
2023-07-10,16,0.69375,31.0
2023-07-10,17,0.55025,31.6
2023-07-10,18,0.365,31.4
2023-07-10,19,0.21375,30.8
2023-07-10,20,0.08650000000000001,29.825
2023-07-10,21,0.0085,26.175
2023-07-10,22,0.0,24.575
2023-07-10,23,0.0,24.05
2023-07-11,0,0.0,23.275
2023-07-11,1,0.0,22.5
2023-07-11,2,0.0,22.075
2023-07-11,3,0.0,21.25
2023-07-11,4,0.0,20.9
2023-07-11,5,0.0,20.5
2023-07-11,6,0.036750000000000005,19.974999999999998
2023-07-11,7,0.133,20.675
2023-07-11,8,0.30874999999999997,24.0
2023-07-11,9,0.47875,26.525
2023-07-11,10,0.64725,28.875
2023-07-11,11,0.7795,30.049999999999997
2023-07-11,12,0.86975,30.45
2023-07-11,13,0.9185000000000001,30.375
2023-07-11,14,0.9167500000000001,31.0
2023-07-11,15,0.86275,32.725
2023-07-11,16,0.7525,34.9
2023-07-11,17,0.6065,35.2
2023-07-11,18,0.42525,35.550000000000004
2023-07-11,19,0.23975000000000002,35.05
2023-07-11,20,0.05025,33.625
2023-07-11,21,0.00225,31.65
2023-07-11,22,0.0,29.0
2023-07-11,23,0.0,23.125
2023-07-12,0,0.0,22.15
2023-07-12,1,0.0,21.475
2023-07-12,2,0.0,21.924999999999997
2023-07-12,3,0.0,21.7
2023-07-12,4,0.0,21.200000000000003
2023-07-12,5,0.0,21.4
2023-07-12,6,0.012750000000000001,21.200000000000003
2023-07-12,7,0.00425,20.125
2023-07-12,8,0.058249999999999996,19.9
2023-07-12,9,0.221,20.25
2023-07-12,10,0.44125000000000003,22.525
2023-07-12,11,0.747,24.5
2023-07-12,12,0.5775,25.125
2023-07-12,13,0.13999999999999999,23.25
2023-07-12,14,0.096,22.325
2023-07-12,15,0.165,22.049999999999997
2023-07-12,16,0.54575,23.55
2023-07-12,17,0.101,22.1
2023-07-12,18,0.0455,20.4
2023-07-12,19,0.01725,20.2
2023-07-12,20,0.0,19.275
2023-07-12,21,0.0,18.799999999999997
2023-07-12,22,0.0,18.9
2023-07-12,23,0.0,18.799999999999997
2023-07-13,0,0.0,18.175
2023-07-13,1,0.0,17.75
2023-07-13,2,0.0,17.6
2023-07-13,3,0.0,17.5
2023-07-13,4,0.0,17.299999999999997
2023-07-13,5,0.0,17.299999999999997
2023-07-13,6,0.00575,17.25
2023-07-13,7,0.035250000000000004,17.275
2023-07-13,8,0.052500000000000005,17.2
2023-07-13,9,0.0445,17.2
2023-07-13,10,0.1665,17.299999999999997
2023-07-13,11,0.384,18.7
2023-07-13,12,0.662,20.65
2023-07-13,13,0.59075,21.875
2023-07-13,14,0.40249999999999997,22.224999999999998
2023-07-13,15,0.8055,23.5
2023-07-13,16,0.77625,23.5
2023-07-13,17,0.57075,23.95
2023-07-13,18,0.433,24.299999999999997
2023-07-13,19,0.23325,24.65
2023-07-13,20,0.127,24.0
2023-07-13,21,0.011,21.275
2023-07-13,22,0.0,18.85
2023-07-13,23,0.0,18.1
2023-07-14,0,0.0,17.7
2023-07-14,1,0.0,17.4
2023-07-14,2,0.0,16.7
2023-07-14,3,0.0,16.25
2023-07-14,4,0.0,15.600000000000001
2023-07-14,5,0.0,15.1
2023-07-14,6,0.025,14.8
2023-07-14,7,0.13874999999999998,15.55
2023-07-14,8,0.35150000000000003,17.95
2023-07-14,9,0.51375,20.475
2023-07-14,10,0.63125,22.599999999999998
2023-07-14,11,0.71775,23.2
2023-07-14,12,0.766,24.35
2023-07-14,13,0.958,24.975
2023-07-14,14,0.8645,25.325
2023-07-14,15,0.746,25.875
2023-07-14,16,0.763,26.5
2023-07-14,17,0.6345000000000001,28.225
2023-07-14,18,0.44675,28.45
2023-07-14,19,0.275,27.8
2023-07-14,20,0.105,27.55
2023-07-14,21,0.0095,24.225
2023-07-14,22,0.0,22.2
2023-07-14,23,0.0,21.7
2023-07-15,0,0.0,21.375
2023-07-15,1,0.0,21.4
2023-07-15,2,0.0,21.0
2023-07-15,3,0.0,21.2
2023-07-15,4,0.0,20.825
2023-07-15,5,0.0,21.05
2023-07-15,6,0.024,20.3
2023-07-15,7,0.1315,21.425
2023-07-15,8,0.34275,23.15
2023-07-15,9,0.51725,25.5
2023-07-15,10,0.66275,27.825
2023-07-15,11,0.80125,30.525000000000002
2023-07-15,12,0.89,32.525
2023-07-15,13,0.92825,34.475
2023-07-15,14,0.91825,35.3
2023-07-15,15,0.86475,35.7
2023-07-15,16,0.7705,36.075
2023-07-15,17,0.45899999999999996,35.1
2023-07-15,18,0.348,34.0
2023-07-15,19,0.29025,32.400000000000006
2023-07-15,20,0.081,31.4
2023-07-15,21,0.00125,28.0
2023-07-15,22,0.0,28.25
2023-07-15,23,0.0,25.6
2023-07-16,0,0.0,24.575
2023-07-16,1,0.0,23.349999999999998
2023-07-16,2,0.0,22.95
2023-07-16,3,0.0,21.725
2023-07-16,4,0.0,17.5
2023-07-16,5,0.0,17.475
2023-07-16,6,0.0,17.05
2023-07-16,7,0.03575,17.125
2023-07-16,8,0.11299999999999999,18.125
2023-07-16,9,0.3705,19.825000000000003
2023-07-16,10,0.68325,20.775
2023-07-16,11,0.70975,21.125
2023-07-16,12,0.7455,21.95
2023-07-16,13,0.83125,22.625
2023-07-16,14,0.90225,23.475
2023-07-16,15,0.853,23.9
2023-07-16,16,0.784,24.625
2023-07-16,17,0.5425,24.7
2023-07-16,18,0.3565,24.975
2023-07-16,19,0.15375,24.1
2023-07-16,20,0.0435,23.4
2023-07-16,21,0.00275,22.275
2023-07-16,22,0.0,21.45
2023-07-16,23,0.0,20.8
2023-07-17,0,0.0,19.85
2023-07-17,1,0.0,19.35
2023-07-17,2,0.0,19.9
2023-07-17,3,0.0,19.525
2023-07-17,4,0.0,19.5
2023-07-17,5,0.0,19.1
2023-07-17,6,0.0115,18.7
2023-07-17,7,0.07875,19.025
2023-07-17,8,0.1565,19.85
2023-07-17,9,0.41475,21.8
2023-07-17,10,0.6397499999999999,23.200000000000003
2023-07-17,11,0.8035,23.975
2023-07-17,12,0.88975,24.75
2023-07-17,13,0.9465,24.95
2023-07-17,14,0.8895000000000001,26.025
2023-07-17,15,0.8514999999999999,26.725
2023-07-17,16,0.66075,27.0
2023-07-17,17,0.5425,27.1
2023-07-17,18,0.45525000000000004,27.4
2023-07-17,19,0.09625,26.8
2023-07-17,20,0.02725,25.825
2023-07-17,21,0.0,24.299999999999997
2023-07-17,22,0.0,23.549999999999997
2023-07-17,23,0.0,23.6
2023-07-18,0,0.0,22.325
2023-07-18,1,0.0,21.25
2023-07-18,2,0.0,20.8
2023-07-18,3,0.0,20.0
2023-07-18,4,0.0,19.45
2023-07-18,5,0.0,19.200000000000003
2023-07-18,6,0.0305,18.7
2023-07-18,7,0.135,19.5
2023-07-18,8,0.21000000000000002,21.1
2023-07-18,9,0.32725,21.75
2023-07-18,10,0.64525,24.65
2023-07-18,11,0.7777499999999999,25.575
2023-07-18,12,0.79575,25.825000000000003
2023-07-18,13,0.57975,26.125
2023-07-18,14,0.13624999999999998,24.2
2023-07-18,15,0.131,24.075000000000003
2023-07-18,16,0.088,23.075
2023-07-18,17,0.4775,24.3
2023-07-18,18,0.397,25.6
2023-07-18,19,0.243,25.975
2023-07-18,20,0.08825,25.875
2023-07-18,21,0.00675,23.525
2023-07-18,22,0.0,22.15
2023-07-18,23,0.0,21.825
2023-07-19,0,0.0,22.15
2023-07-19,1,0.0,21.625
2023-07-19,2,0.0,21.725
2023-07-19,3,0.0,21.45
2023-07-19,4,0.0,21.1
2023-07-19,5,0.0,21.05
2023-07-19,6,0.007,20.799999999999997
2023-07-19,7,0.04775,21.049999999999997
2023-07-19,8,0.108,21.65
2023-07-19,9,0.21925,22.85
2023-07-19,10,0.27425,25.525000000000002
2023-07-19,11,0.38,25.950000000000003
2023-07-19,12,0.7435,26.7
2023-07-19,13,0.8865000000000001,27.7
2023-07-19,14,0.64275,27.8
2023-07-19,15,0.5345,28.025
2023-07-19,16,0.605,28.9
2023-07-19,17,0.28125,28.15
2023-07-19,18,0.4055,28.525
2023-07-19,19,0.17475,27.9
2023-07-19,20,0.0745,27.2
2023-07-19,21,0.00425,26.5
2023-07-19,22,0.0,25.4
2023-07-19,23,0.0,24.675
2023-07-20,0,0.0,24.299999999999997
2023-07-20,1,0.0,23.6
2023-07-20,2,0.0,23.025
2023-07-20,3,0.0,22.5
2023-07-20,4,0.0,21.75
2023-07-20,5,0.0,20.775
2023-07-20,6,0.0015,19.25
2023-07-20,7,0.04075,18.5
2023-07-20,8,0.1325,18.65
2023-07-20,9,0.264,20.525
2023-07-20,10,0.60725,22.15
2023-07-20,11,0.60975,22.45
2023-07-20,12,0.88475,23.450000000000003
2023-07-20,13,0.93875,24.1
2023-07-20,14,0.925,24.95
2023-07-20,15,0.833,25.325
2023-07-20,16,0.7464999999999999,25.6
2023-07-20,17,0.52925,25.6
2023-07-20,18,0.41275,26.1
2023-07-20,19,0.28250000000000003,26.925
2023-07-20,20,0.09125,25.925
2023-07-20,21,0.003,23.15
2023-07-20,22,0.0,20.8
2023-07-20,23,0.0,19.6
2023-07-21,0,0.0,19.4
2023-07-21,1,0.0,18.75
2023-07-21,2,0.0,17.975
2023-07-21,3,0.0,17.875
2023-07-21,4,0.0,17.55
2023-07-21,5,0.0,16.525
2023-07-21,6,0.013500000000000002,16.8
2023-07-21,7,0.10425000000000001,16.85
2023-07-21,8,0.0815,18.275
2023-07-21,9,0.05425,16.825
2023-07-21,10,0.20775,17.65
2023-07-21,11,0.4375,18.725
2023-07-21,12,0.47025,20.325
2023-07-21,13,0.158,20.35
2023-07-21,14,0.4735,20.55
2023-07-21,15,0.837,23.125
2023-07-21,16,0.537,24.175
2023-07-21,17,0.03925,21.05
2023-07-21,18,0.101,17.425
2023-07-21,19,0.12575,18.0
2023-07-21,20,0.044,17.4
2023-07-21,21,0.0,16.8
2023-07-21,22,0.0,16.4
2023-07-21,23,0.0,16.25
2023-07-22,0,0.0,16.3
2023-07-22,1,0.0,16.2
2023-07-22,2,0.0,16.15
2023-07-22,3,0.0,15.5
2023-07-22,4,0.0,15.0
2023-07-22,5,0.0,15.0
2023-07-22,6,0.025750000000000002,14.875
2023-07-22,7,0.0685,15.0
2023-07-22,8,0.17275,16.2
2023-07-22,9,0.42925,17.75
2023-07-22,10,0.49575,19.7
2023-07-22,11,0.5295,20.85
2023-07-22,12,0.7030000000000001,22.325
2023-07-22,13,0.85475,23.1
2023-07-22,14,0.87575,23.275
2023-07-22,15,0.865,24.2
2023-07-22,16,0.7045,24.375
2023-07-22,17,0.59175,24.7
2023-07-22,18,0.44775,25.025
2023-07-22,19,0.257,26.175
2023-07-22,20,0.094,24.7
2023-07-22,21,0.005,21.025
2023-07-22,22,0.0,18.85
2023-07-22,23,0.0,18.4
2023-07-23,0,0.0,17.925
2023-07-23,1,0.0,17.15
2023-07-23,2,0.0,17.175
2023-07-23,3,0.0,16.2
2023-07-23,4,0.0,16.1
2023-07-23,5,0.0,15.4
2023-07-23,6,0.022,15.3
2023-07-23,7,0.11499999999999999,16.3
2023-07-23,8,0.32025,18.575
2023-07-23,9,0.49575,21.05
2023-07-23,10,0.651,22.8
2023-07-23,11,0.7785,23.55
2023-07-23,12,0.6835,24.2
2023-07-23,13,0.87325,25.1
2023-07-23,14,0.7855,26.15
2023-07-23,15,0.3635,26.65
2023-07-23,16,0.57375,27.05
2023-07-23,17,0.55725,29.674999999999997
2023-07-23,18,0.43975,30.275
2023-07-23,19,0.10825,28.95
2023-07-23,20,0.0505,26.075
2023-07-23,21,0.0005,23.25
2023-07-23,22,0.0,22.224999999999998
2023-07-23,23,0.0,21.65
2023-07-24,0,0.0,20.9
2023-07-24,1,0.0,20.875
2023-07-24,2,0.0,20.55
2023-07-24,3,0.0,22.4
2023-07-24,4,0.0,22.575
2023-07-24,5,0.0,20.65
2023-07-24,6,0.035750000000000004,20.3
2023-07-24,7,0.09575,20.6
2023-07-24,8,0.0615,19.475
2023-07-24,9,0.11875,20.5
2023-07-24,10,0.18575,20.950000000000003
2023-07-24,11,0.47175,22.95
2023-07-24,12,0.54225,24.55
2023-07-24,13,0.21400000000000002,22.325
2023-07-24,14,0.33199999999999996,20.450000000000003
2023-07-24,15,0.784,22.325
2023-07-24,16,0.25275,22.6
2023-07-24,17,0.07150000000000001,21.4
2023-07-24,18,0.1155,20.3
2023-07-24,19,0.061500000000000006,20.3
2023-07-24,20,0.01225,17.525
2023-07-24,21,0.0,17.700000000000003
2023-07-24,22,0.0,17.2
2023-07-24,23,0.0,17.2
2023-07-25,0,0.0,17.299999999999997
2023-07-25,1,0.0,17.299999999999997
2023-07-25,2,0.0,16.9
2023-07-25,3,0.0,16.6
2023-07-25,4,0.0,16.05
2023-07-25,5,0.0,16.475
2023-07-25,6,0.0,15.975
2023-07-25,7,0.013250000000000001,15.75
2023-07-25,8,0.034999999999999996,15.8
2023-07-25,9,0.07150000000000001,15.8
2023-07-25,10,0.06125,16.275
2023-07-25,11,0.1055,16.25
2023-07-25,12,0.14800000000000002,16.4
2023-07-25,13,0.8342499999999999,18.5
2023-07-25,14,0.24625,18.15
2023-07-25,15,0.40675,17.049999999999997
2023-07-25,16,0.19525,18.525
2023-07-25,17,0.0535,15.1
2023-07-25,18,0.07575,15.75
2023-07-25,19,0.06899999999999999,15.5
2023-07-25,20,0.0,14.975
2023-07-25,21,0.0,14.5
2023-07-25,22,0.0,14.625
2023-07-25,23,0.0,14.5
2023-07-26,0,0.0,13.825
2023-07-26,1,0.0,13.45
2023-07-26,2,0.0,13.1
2023-07-26,3,0.0,13.075
2023-07-26,4,0.0,12.5
2023-07-26,5,0.0,12.025
2023-07-26,6,0.00575,12.8
2023-07-26,7,0.034,12.9
2023-07-26,8,0.08175,13.05
2023-07-26,9,0.17149999999999999,13.6
2023-07-26,10,0.405,15.25
2023-07-26,11,0.16525,15.55
2023-07-26,12,0.3225,15.125
2023-07-26,13,0.57425,16.6
2023-07-26,14,0.4415,16.7
2023-07-26,15,0.2265,16.575
2023-07-26,16,0.1315,15.175
2023-07-26,17,0.0685,13.475
2023-07-26,18,0.19825,13.399999999999999
2023-07-26,19,0.121,13.7
2023-07-26,20,0.06974999999999999,13.600000000000001
2023-07-26,21,0.0015,13.25
2023-07-26,22,0.0,12.75
2023-07-26,23,0.0,12.15
2023-07-27,0,0.0,11.7
2023-07-27,1,0.0,11.75
2023-07-27,2,0.0,11.825
2023-07-27,3,0.0,11.3
2023-07-27,4,0.0,10.7
2023-07-27,5,0.0,10.95
2023-07-27,6,0.02175,10.85
2023-07-27,7,0.08025,11.35
2023-07-27,8,0.15275,12.65
2023-07-27,9,0.19275,13.450000000000001
2023-07-27,10,0.20550000000000002,14.575
2023-07-27,11,0.363,15.875
2023-07-27,12,0.68975,18.475
2023-07-27,13,0.67275,21.1
2023-07-27,14,0.2665,21.049999999999997
2023-07-27,15,0.25725,21.049999999999997
2023-07-27,16,0.47875,22.225
2023-07-27,17,0.3625,23.125
2023-07-27,18,0.2495,22.6
2023-07-27,19,0.15875,21.95
2023-07-27,20,0.08474999999999999,20.8
2023-07-27,21,0.00275,18.425
2023-07-27,22,0.0,17.975
2023-07-27,23,0.0,16.75
2023-07-28,0,0.0,16.65
2023-07-28,1,0.0,16.675
2023-07-28,2,0.0,15.25
2023-07-28,3,0.0,14.925
2023-07-28,4,0.0,15.575
2023-07-28,5,0.0,15.9
2023-07-28,6,0.0105,15.7
2023-07-28,7,0.068,15.775
2023-07-28,8,0.089,16.75
2023-07-28,9,0.1885,18.075
2023-07-28,10,0.24125,19.45
2023-07-28,11,0.4165,22.6
2023-07-28,12,0.508,24.325
2023-07-28,13,0.507,25.65
2023-07-28,14,0.37725000000000003,26.2
2023-07-28,15,0.77075,26.775
2023-07-28,16,0.6275000000000001,27.65
2023-07-28,17,0.19625,26.2
2023-07-28,18,0.0645,23.05
2023-07-28,19,0.061,20.924999999999997
2023-07-28,20,0.01775,20.6
2023-07-28,21,0.0,20.225
2023-07-28,22,0.0,18.700000000000003
2023-07-28,23,0.0,18.1
2023-07-29,0,0.0,17.975
2023-07-29,1,0.0,17.6
2023-07-29,2,0.0,17.375
2023-07-29,3,0.0,17.3
2023-07-29,4,0.0,17.25
2023-07-29,5,0.0,16.95
2023-07-29,6,0.00075,17.0
2023-07-29,7,0.03125,17.6
2023-07-29,8,0.101,17.2
2023-07-29,9,0.14725,17.825000000000003
2023-07-29,10,0.3925,19.825
2023-07-29,11,0.62775,23.3
2023-07-29,12,0.6315,25.125
2023-07-29,13,0.64325,26.4
2023-07-29,14,0.256,25.15
2023-07-29,15,0.0985,21.725
2023-07-29,16,0.03475,20.6
2023-07-29,17,0.065,18.55
2023-07-29,18,0.063,18.9
2023-07-29,19,0.0435,18.200000000000003
2023-07-29,20,0.015000000000000001,18.1
2023-07-29,21,0.0,18.025000000000002
2023-07-29,22,0.0,17.8
2023-07-29,23,0.0,17.8
2023-07-30,0,0.0,18.025000000000002
2023-07-30,1,0.0,17.85
2023-07-30,2,0.0,17.35
2023-07-30,3,0.0,17.2
2023-07-30,4,0.0,17.875
2023-07-30,5,0.0,17.85
2023-07-30,6,0.0085,17.025
2023-07-30,7,0.06075,17.15
2023-07-30,8,0.11725,17.4
2023-07-30,9,0.26449999999999996,18.2
2023-07-30,10,0.39475,20.0
2023-07-30,11,0.3455,20.6
2023-07-30,12,0.25075000000000003,20.2
2023-07-30,13,0.30725,20.025
2023-07-30,14,0.48625,21.674999999999997
2023-07-30,15,0.48424999999999996,22.125
2023-07-30,16,0.34550000000000003,23.15
2023-07-30,17,0.526,24.1
2023-07-30,18,0.4505,24.4
2023-07-30,19,0.17325000000000002,23.7
2023-07-30,20,0.04275,22.5
2023-07-30,21,0.0,21.125
2023-07-30,22,0.0,20.7
2023-07-30,23,0.0,19.825
2023-07-31,0,0.0,18.05
2023-07-31,1,0.0,17.075
2023-07-31,2,0.0,16.0
2023-07-31,3,0.0,15.6
2023-07-31,4,0.0,15.5
2023-07-31,5,0.0,15.75
2023-07-31,6,0.009000000000000001,15.399999999999999
2023-07-31,7,0.073,15.525
2023-07-31,8,0.1385,16.65
2023-07-31,9,0.25725,17.925
2023-07-31,10,0.46225,19.6
2023-07-31,11,0.8255,20.35
2023-07-31,12,0.887,21.275
2023-07-31,13,0.85425,21.625
2023-07-31,14,0.5589999999999999,22.349999999999998
2023-07-31,15,0.8009999999999999,23.2
2023-07-31,16,0.35325,23.6
2023-07-31,17,0.41600000000000004,24.35
2023-07-31,18,0.32475,24.5
2023-07-31,19,0.20375,24.6
2023-07-31,20,0.0565,22.675
2023-07-31,21,0.0,20.65
2023-07-31,22,0.0,19.7
2023-07-31,23,0.0,19.7
2023-08-01,0,0.0,19.8
2023-08-01,1,0.0,20.175
2023-08-01,2,0.0,20.0
2023-08-01,3,0.0,19.4
2023-08-01,4,0.0,19.45
2023-08-01,5,0.0,19.4
2023-08-01,6,0.0,19.025
2023-08-01,7,0.00975,19.099999999999998
2023-08-01,8,0.019,18.4
2023-08-01,9,0.0505,19.4
2023-08-01,10,0.07175000000000001,18.35
2023-08-01,11,0.12675,18.5
2023-08-01,12,0.0885,18.4
2023-08-01,13,0.124,17.825
2023-08-01,14,0.12525,18.200000000000003
2023-08-01,15,0.205,19.35
2023-08-01,16,0.133,19.95
2023-08-01,17,0.08725000000000001,20.175
2023-08-01,18,0.0725,18.175
2023-08-01,19,0.13624999999999998,18.625
2023-08-01,20,0.09,20.1
2023-08-01,21,0.001,19.5
2023-08-01,22,0.0,19.4
2023-08-01,23,0.0,19.0
2023-08-02,0,0.0,18.175
2023-08-02,1,0.0,17.2
2023-08-02,2,0.0,17.125
2023-08-02,3,0.0,15.6
2023-08-02,4,0.0,15.7
2023-08-02,5,0.0,15.600000000000001
2023-08-02,6,0.00325,15.55
2023-08-02,7,0.04575,15.05
2023-08-02,8,0.0505,14.65
2023-08-02,9,0.07375,14.6
2023-08-02,10,0.10375,14.95
2023-08-02,11,0.406,16.475
2023-08-02,12,0.7989999999999999,19.85
2023-08-02,13,0.911,23.049999999999997
2023-08-02,14,0.80525,25.05
2023-08-02,15,0.7052499999999999,25.475
2023-08-02,16,0.58325,26.9
2023-08-02,17,0.44799999999999995,28.125
2023-08-02,18,0.201,28.5
2023-08-02,19,0.0435,25.4
2023-08-02,20,0.0062499999999999995,23.775
2023-08-02,21,0.0,23.55
2023-08-02,22,0.0,22.725
2023-08-02,23,0.0,20.75
2023-08-03,0,0.0,18.95
2023-08-03,1,0.0,19.15
2023-08-03,2,0.0,19.400000000000002
2023-08-03,3,0.0,19.650000000000002
2023-08-03,4,0.0,19.4
2023-08-03,5,0.0,17.85
2023-08-03,6,0.0145,16.8
2023-08-03,7,0.066,19.075
2023-08-03,8,0.10375000000000001,19.5
2023-08-03,9,0.1535,19.9
2023-08-03,10,0.247,20.275
2023-08-03,11,0.258,21.05
2023-08-03,12,0.304,21.725
2023-08-03,13,0.243,22.049999999999997
2023-08-03,14,0.18225,22.125
2023-08-03,15,0.43825000000000003,22.85
2023-08-03,16,0.3365,23.65
2023-08-03,17,0.0945,22.0
2023-08-03,18,0.055,20.55
2023-08-03,19,0.0295,19.5
2023-08-03,20,0.00625,19.5
2023-08-03,21,0.0,18.775
2023-08-03,22,0.0,17.9
2023-08-03,23,0.0,16.75
2023-08-04,0,0.0,16.4
2023-08-04,1,0.0,15.8
2023-08-04,2,0.0,15.575
2023-08-04,3,0.0,15.2
2023-08-04,4,0.0,15.05
2023-08-04,5,0.0,14.75
2023-08-04,6,0.0,14.6
2023-08-04,7,0.043000000000000003,14.65
2023-08-04,8,0.1305,14.925
2023-08-04,9,0.2265,15.825000000000001
2023-08-04,10,0.49675,17.45
2023-08-04,11,0.642,19.5
2023-08-04,12,0.6797500000000001,20.525
2023-08-04,13,0.8165,21.299999999999997
2023-08-04,14,0.6695,21.3
2023-08-04,15,0.55125,21.3
2023-08-04,16,0.46625,21.7
2023-08-04,17,0.25125000000000003,21.6
2023-08-04,18,0.075,20.9
2023-08-04,19,0.0375,19.175
2023-08-04,20,0.009000000000000001,18.05
2023-08-04,21,0.0,16.349999999999998
2023-08-04,22,0.0,15.9
2023-08-04,23,0.0,15.675
2023-08-05,0,0.0,15.25
2023-08-05,1,0.0,14.475
2023-08-05,2,0.0,14.2
2023-08-05,3,0.0,14.5
2023-08-05,4,0.0,15.399999999999999
2023-08-05,5,0.0,15.6
2023-08-05,6,0.0,15.45
2023-08-05,7,0.0,15.6
2023-08-05,8,0.01225,15.15
2023-08-05,9,0.02925,15.0
2023-08-05,10,0.19574999999999998,15.5
2023-08-05,11,0.05975,15.95
2023-08-05,12,0.064,15.45
2023-08-05,13,0.126,15.2
2023-08-05,14,0.29625,16.400000000000002
2023-08-05,15,0.273,17.3
2023-08-05,16,0.26375,17.925
2023-08-05,17,0.162,18.25
2023-08-05,18,0.1645,17.6
2023-08-05,19,0.21775,18.1
2023-08-05,20,0.07275,17.6
2023-08-05,21,0.0,15.825
2023-08-05,22,0.0,15.2
2023-08-05,23,0.0,15.299999999999999
2023-08-06,0,0.0,15.0
2023-08-06,1,0.0,14.125
2023-08-06,2,0.0,14.3
2023-08-06,3,0.0,14.2
2023-08-06,4,0.0,13.975
2023-08-06,5,0.0,14.1
2023-08-06,6,0.011,14.35
2023-08-06,7,0.04375,14.75
2023-08-06,8,0.0455,13.95
2023-08-06,9,0.16825,14.525
2023-08-06,10,0.1385,15.5
2023-08-06,11,0.0905,15.2
2023-08-06,12,0.093,14.049999999999999
2023-08-06,13,0.10325,14.700000000000001
2023-08-06,14,0.095,14.55
2023-08-06,15,0.10425,15.15
2023-08-06,16,0.13175,14.774999999999999
2023-08-06,17,0.2185,15.45
2023-08-06,18,0.235,16.05
2023-08-06,19,0.08574999999999999,16.0
2023-08-06,20,0.01975,15.6
2023-08-06,21,0.0,15.3
2023-08-06,22,0.0,14.7
2023-08-06,23,0.0,14.6
2023-08-07,0,0.0,14.4
2023-08-07,1,0.0,14.425
2023-08-07,2,0.0,14.25
2023-08-07,3,0.0,13.7
2023-08-07,4,0.0,13.100000000000001
2023-08-07,5,0.0,13.6
2023-08-07,6,0.004,13.399999999999999
2023-08-07,7,0.041749999999999995,12.7
2023-08-07,8,0.06075,13.1
2023-08-07,9,0.11025,13.0
2023-08-07,10,0.0905,12.7
2023-08-07,11,0.2535,13.95
2023-08-07,12,0.398,15.3
2023-08-07,13,0.144,13.9
2023-08-07,14,0.0915,10.475
2023-08-07,15,0.67675,13.5
2023-08-07,16,0.2695,13.25
2023-08-07,17,0.42900000000000005,13.825
2023-08-07,18,0.14400000000000002,14.65
2023-08-07,19,0.04625,14.175
2023-08-07,20,0.01725,13.25
2023-08-07,21,0.0,12.75
2023-08-07,22,0.0,12.3
2023-08-07,23,0.0,11.7
2023-08-08,0,0.0,11.7
2023-08-08,1,0.0,11.2
2023-08-08,2,0.0,10.6
2023-08-08,3,0.0,11.0
2023-08-08,4,0.0,10.7
2023-08-08,5,0.0,9.725
2023-08-08,6,0.00825,9.775
2023-08-08,7,0.074,10.05
